MsgID.LOCAL_POSITION,25.0810000,-1.5977668,9.9745111,-2.9940214
MsgID.LOCAL_VELOCITY,25.0810000,-2.5399361,-1.0032068,0.0339358
MsgID.GLOBAL_POSITION,0.0000000,-122.3956438,37.7932618,2.9880000
MsgID.LOCAL_VELOCITY,0.0000000,-1.9600000,-2.0500000,0.0200000
MsgID.LOCAL_POSITION,25.3310000,-2.1864462,9.6071043,-2.9886227
MsgID.LOCAL_VELOCITY,25.3310000,-1.9654326,-2.0511286,0.0249720
MsgID.GLOBAL_POSITION,0.0000000,-122.3956517,37.7932576,2.9900000
MsgID.LOCAL_VELOCITY,0.0000000,-1.1900000,-3.1500000,0.0000000
MsgID.LOCAL_POSITION,25.5810000,-2.6552372,8.9095964,-2.9902053
MsgID.LOCAL_VELOCITY,25.5810000,-1.1934096,-3.1512759,0.0053006
MsgID.GLOBAL_POSITION,0.0000000,-122.3956600,37.7932577,2.9960000
MsgID.LOCAL_VELOCITY,0.0000000,-0.5200000,-4.0000000,0.0100000
MsgID.LOCAL_POSITION,25.8310000,-2.6493583,8.1735620,-2.9961557
MsgID.LOCAL_VELOCITY,25.8310000,-0.5228931,-4.0084105,0.0132980
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3956730,37.7932562,3.0040000
MsgID.LOCAL_VELOCITY,0.0000000,0.2100000,-4.9000000,0.0300000
MsgID.LOCAL_POSITION,26.0810000,-2.8099012,7.0174198,-3.0047958
MsgID.LOCAL_VELOCITY,26.0810000,0.2188268,-4.9029541,0.0374346
MsgID.GLOBAL_POSITION,0.0000000,-122.3956884,37.7932564,2.9990000
MsgID.LOCAL_VELOCITY,0.0000000,0.9100000,-5.5800000,0.0200000
MsgID.LOCAL_POSITION,26.3310000,-2.7935772,5.6440101,-2.9999526
MsgID.LOCAL_VELOCITY,26.3310000,0.9172229,-5.5889001,0.0298452
MsgID.GLOBAL_POSITION,0.0000000,-122.3957060,37.7932614,3.0030000
MsgID.LOCAL_VELOCITY,0.0000000,1.8200000,-6.2100000,0.0100000
MsgID.LOCAL_POSITION,26.5810000,-2.2296815,4.0789862,-3.0037215
MsgID.LOCAL_VELOCITY,26.5810000,1.8202478,-6.2144036,0.0167531
MsgID.GLOBAL_POSITION,0.0000000,-122.3957227,37.7932662,2.9880000
MsgID.LOCAL_VELOCITY,0.0000000,2.6100000,-6.4600000,0.0600000
MsgID.LOCAL_POSITION,26.8310000,-1.7014539,2.5913963,-2.9881027
MsgID.LOCAL_VELOCITY,26.8310000,2.6117992,-6.4650092,0.0644035
MsgID.STATE,0.0000000,True,True,1
MsgID.GLOBAL_HOME,0.0000000,-122.3957519,37.7932815,0.0000000
MsgID.GLOBAL_POSITION,0.0000000,-122.3957405,37.7932721,2.9870000
MsgID.LOCAL_VELOCITY,0.0000000,2.9500000,-5.3800000,-0.0900000
MsgID.LOCAL_POSITION,27.0810000,-1.0398080,1.0104158,-2.9879942
MsgID.LOCAL_VELOCITY,27.0810000,2.9567835,-5.3859110,-0.0910317
MsgID.GLOBAL_POSITION,0.0000000,-122.3957513,37.7932793,2.9910000
MsgID.LOCAL_VELOCITY,0.0000000,2.4500000,-3.9100000,-0.1100000
MsgID.LOCAL_POSITION,27.3310000,-0.2487732,0.0526550,-2.9914944
MsgID.LOCAL_VELOCITY,27.3310000,2.4489045,-3.9089730,-0.1143173
MsgID.GLOBAL_POSITION,0.0000000,-122.3957611,37.7932833,2.9850000
MsgID.LOCAL_VELOCITY,0.0000000,1.6300000,-2.4700000,-0.0400000
